Date,"Total membership","Full Members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percent of messages, public channels","Percent of messages, private channels","Percent of messages, DMs","Percent of views, public channels","Percent of views, private channels","Percent of views, DMs","Files uploaded","Messages posted by members",Name,"Public channels, single-workspace","Messages posted","Messages posted by apps"
2020-03-20,189,189,0,34,8,52,14,4,19,0,42,0.0615,0.2923,0.6462,0.2403,0.4773,0.2825,1,65,0,18,66,0
2020-03-21,190,190,0,34,4,52,15,0,0,0,5,0,0,1,0.6471,0.2451,0.1078,2,5,0,18,7,0
2020-03-22,190,190,0,8,2,51,15,0,0,0,6,0,0,1,0.6667,0.1026,0.2308,0,6,0,18,6,0
2020-03-23,190,190,0,20,6,55,16,0,0,0,36,0,0,1,0.4211,0.0376,0.5414,1,36,0,18,38,0
2020-03-24,191,191,0,38,10,56,16,13,0,0,176,0.0688,0,0.9312,0.3628,0.009,0.6282,2,189,0,18,191,0
2020-03-25,191,191,0,33,7,57,17,3,0,0,413,0.0072,0,0.9928,0.1028,0.001,0.8962,3,416,0,18,421,0
2020-03-26,192,192,0,38,12,59,19,9,0,0,110,0.0756,0,0.9244,0.3984,0.0027,0.5989,0,119,0,18,119,0
2020-03-27,192,192,0,32,5,56,18,1,0,0,20,0.0476,0,0.9524,0.5882,0,0.4118,0,21,0,18,21,0
2020-03-28,192,192,0,31,6,55,18,1,0,0,13,0.0714,0,0.9286,0.7097,0,0.2903,0,14,0,18,14,0
2020-03-29,192,192,0,14,5,55,20,0,6,0,33,0,0.1538,0.8462,0.3023,0.093,0.6047,0,39,0,18,39,0
2020-03-30,192,192,0,16,5,56,20,0,5,0,21,0,0.1923,0.8077,0.2727,0.1818,0.5455,0,26,0,18,26,0
2020-03-31,193,193,0,18,7,58,20,0,8,0,7,0,0.5333,0.4667,0.2826,0.4565,0.2609,0,15,0,18,16,0
2020-04-01,193,193,0,34,7,58,19,4,13,0,26,0.093,0.3023,0.6047,0.5353,0.1824,0.2824,0,43,0,18,44,0
2020-04-02,193,193,0,31,5,55,18,1,0,0,45,0.0217,0,0.9783,0.4667,0,0.5333,0,46,0,18,47,0
2020-04-03,193,193,0,28,6,53,18,8,0,0,5,0.6154,0,0.3846,0.8471,0.0118,0.1412,0,13,0,18,14,0
2020-04-04,193,193,0,22,4,53,16,6,0,0,1,0.8571,0,0.1429,0.9355,0,0.0645,1,7,0,18,8,0
2020-04-05,193,193,0,26,7,56,17,1,3,0,38,0.0238,0.0714,0.9048,0.4109,0.0465,0.5426,0,42,0,18,42,0
2020-04-06,193,193,0,34,10,55,20,8,0,0,43,0.1569,0,0.8431,0.578,0.0183,0.4037,0,51,0,18,51,0
2020-04-07,193,193,0,28,8,53,20,2,0,0,27,0.069,0,0.931,0.4766,0.0467,0.4766,0,29,0,18,29,0
2020-04-08,193,193,0,10,3,50,20,0,3,0,4,0,0.4286,0.5714,0.24,0.56,0.2,0,7,0,18,7,0
2020-04-09,193,193,0,30,10,49,22,13,0,0,54,0.194,0,0.806,0.4371,0.018,0.5449,0,67,0,18,67,0
2020-04-10,193,193,0,26,4,45,20,3,0,0,1,0.75,0,0.25,0.9259,0.037,0.037,0,4,0,18,4,0
2020-04-11,193,193,0,10,2,46,20,1,0,0,1,0.5,0,0.5,0.8571,0.0714,0.0714,0,2,0,18,2,0
2020-04-12,193,193,0,13,4,45,19,0,0,0,35,0,0,1,0.1618,0.0441,0.7941,1,35,0,18,36,0
2020-04-13,193,193,0,16,8,41,17,0,0,0,46,0,0,1,0.176,0.016,0.808,2,46,0,18,48,0
2020-04-14,193,193,0,30,7,43,17,4,0,0,7,0.3636,0,0.6364,0.7,0,0.3,1,11,0,18,12,0
2020-04-15,193,193,0,23,11,45,18,2,5,0,87,0.0213,0.0532,0.9255,0.1475,0.0691,0.7834,0,94,0,18,94,0
2020-04-16,195,195,0,28,8,47,15,11,0,0,195,0.0534,0,0.9466,0.1646,0.0042,0.8313,3,206,0,18,211,0
2020-04-17,195,195,0,29,10,46,16,1,0,0,86,0.0115,0,0.9885,0.2447,0.0042,0.7511,0,87,0,18,88,0
2020-04-18,195,195,0,19,4,47,16,0,0,0,52,0,0,1,0.2378,0,0.7622,0,52,0,18,52,0
2020-04-19,195,195,0,13,2,48,16,0,0,0,11,0,0,1,0.34,0,0.66,0,11,0,18,11,0
2020-04-20,195,195,0,26,6,49,16,1,0,0,41,0.0238,0,0.9762,0.3053,0,0.6947,0,42,0,18,43,0
2020-04-21,195,195,0,24,7,52,17,2,0,0,37,0.0513,0,0.9487,0.3509,0,0.6491,0,39,0,18,40,0
2020-04-22,195,195,0,31,7,53,16,1,2,0,52,0.0182,0.0364,0.9455,0.3077,0.0288,0.6635,1,55,0,18,56,0
2020-04-23,195,195,0,36,10,49,17,5,0,0,38,0.1163,0,0.8837,0.6373,0,0.3627,1,43,0,18,44,0
2020-04-24,195,195,0,28,13,48,18,15,6,0,54,0.2,0.08,0.72,0.4,0.0791,0.5209,1,75,0,18,76,0
2020-04-25,195,195,0,7,0,48,18,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-04-26,195,195,0,21,8,47,18,1,7,0,19,0.037,0.2593,0.7037,0.398,0.1837,0.4184,0,27,0,18,29,0
2020-04-27,195,195,0,19,5,48,18,0,0,0,12,0,0,1,0.5254,0,0.4746,0,12,0,18,12,0
2020-04-28,195,195,0,30,8,49,17,2,20,0,116,0.0145,0.1449,0.8406,0.2136,0.1517,0.6347,1,138,0,18,139,0
2020-04-29,197,197,0,29,5,51,17,3,0,0,187,0.0158,0,0.9842,0.141,0.0026,0.8564,3,190,0,18,196,0
2020-04-30,197,197,0,31,5,50,16,3,0,0,19,0.1364,0,0.8636,0.6768,0,0.3232,0,22,0,18,23,0
2020-05-01,197,197,0,24,6,50,14,5,0,0,20,0.2,0,0.8,0.6696,0,0.3304,1,25,0,18,27,0
2020-05-02,197,197,0,18,3,50,14,0,9,0,1,0,0.9,0.1,0.6792,0.2642,0.0566,0,10,0,18,10,0
2020-05-03,197,197,0,8,4,50,13,0,5,0,0,0,1,0,0.5263,0.4737,0,0,5,0,18,5,0
2020-05-04,197,197,0,29,6,51,13,1,2,0,15,0.0556,0.1111,0.8333,0.6022,0.0968,0.3011,0,18,0,18,19,0
2020-05-05,197,197,0,29,5,52,13,1,1,0,5,0.1429,0.1429,0.7143,0.7121,0.1212,0.1667,0,7,0,18,7,0
2020-05-06,197,197,0,28,5,49,13,6,4,0,0,0.6,0.4,0,0.85,0.1375,0.0125,0,10,0,18,10,0
2020-05-07,197,197,0,14,2,45,13,1,0,0,49,0.02,0,0.98,0.2051,0.0171,0.7778,1,50,0,18,51,0
2020-05-08,197,197,0,21,2,47,13,1,0,0,2,0.3333,0,0.6667,0.9,0.075,0.025,0,3,0,18,3,0
2020-05-09,197,197,0,8,1,48,13,0,0,0,4,0,0,1,0.7778,0,0.2222,0,4,0,18,4,0
2020-05-10,197,197,0,7,1,46,11,0,0,0,1,0,0,1,0.92,0,0.08,0,1,0,18,1,0
2020-05-11,197,197,0,26,5,47,10,0,0,0,11,0,0,1,0.6571,0,0.3429,0,11,0,18,12,0
2020-05-12,197,197,0,12,2,46,10,0,0,0,7,0,0,1,0.5854,0,0.4146,0,7,0,18,7,0
2020-05-13,197,197,0,33,5,48,9,1,0,0,45,0.0217,0,0.9783,0.4444,0.0261,0.5294,0,46,0,18,46,0
2020-05-14,199,199,0,19,6,53,11,2,0,0,13,0.1333,0,0.8667,0.5806,0,0.4194,0,15,0,18,17,0
2020-05-15,199,199,0,16,3,54,12,0,0,0,67,0,0,1,0.1045,0.0075,0.8881,3,67,0,18,72,0
2020-05-16,199,199,0,11,2,53,11,2,0,0,6,0.25,0,0.75,0.7857,0,0.2143,0,8,0,18,8,0
2020-05-17,199,199,0,15,0,54,11,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-05-18,199,199,0,21,4,54,11,2,0,0,3,0.4,0,0.6,0.9189,0.0135,0.0676,1,5,0,18,6,0
2020-05-19,199,199,0,18,2,53,12,0,0,0,2,0,0,1,0.8788,0,0.1212,0,2,0,18,4,0
2020-05-20,199,199,0,19,3,52,12,3,0,0,0,1,0,0,0.9778,0,0.0222,0,3,0,18,3,0
2020-05-21,199,199,0,13,2,49,10,3,0,0,0,1,0,0,0.9355,0,0.0645,0,3,0,18,3,0
2020-05-22,199,199,0,13,2,43,11,1,0,0,2,0.3333,0,0.6667,0.8182,0.0455,0.1364,0,3,0,18,3,0
2020-05-23,199,199,0,15,0,41,9,0,0,0,0,0,0,0,0.9048,0.0952,0,0,0,0,18,0,0
2020-05-24,199,199,0,5,0,42,9,0,0,0,0,0,0,0,0.8571,0,0.1429,0,0,0,18,0,0
2020-05-25,199,199,0,2,0,41,7,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-05-26,199,199,0,21,4,39,7,0,0,0,13,0,0,1,0.5185,0,0.4815,2,13,0,18,15,0
2020-05-27,199,199,0,20,4,36,7,3,0,0,11,0.2143,0,0.7857,0.6724,0,0.3276,1,14,0,18,15,0
2020-05-28,199,199,0,12,0,38,6,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-05-29,199,199,0,3,0,36,5,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-05-30,199,199,0,1,0,35,5,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-05-31,199,199,0,4,2,35,7,0,0,0,8,0,0,1,0.125,0,0.875,2,8,0,18,10,0
2020-06-01,199,199,0,1,0,34,7,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-02,199,199,0,3,0,33,6,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,18,0,0
2020-06-03,199,199,0,24,3,34,4,4,0,0,0,1,0,0,1,0,0,0,4,0,19,4,0
2020-06-04,199,199,0,18,1,31,5,1,0,0,0,1,0,0,1,0,0,0,1,0,18,1,0
2020-06-05,199,199,0,3,0,30,5,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-06,199,199,0,23,2,36,7,2,0,0,0,1,0,0,0.9778,0.0222,0,0,2,0,18,2,0
2020-06-07,199,199,0,11,1,37,7,1,0,0,0,1,0,0,1,0,0,0,1,0,18,1,0
2020-06-08,199,199,0,14,0,38,7,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-09,199,199,0,4,0,37,7,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-10,199,199,0,5,3,38,7,0,0,0,18,0,0,1,0.0667,0,0.9333,0,18,0,18,18,0
2020-06-11,199,199,0,1,0,38,6,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-12,199,199,0,5,0,36,6,0,0,0,0,0,0,0,0.8571,0,0.1429,2,0,0,18,1,0
2020-06-13,199,199,0,13,0,34,4,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-14,199,199,0,9,1,33,4,1,0,0,0,1,0,0,1,0,0,1,1,0,18,2,0
2020-06-15,199,199,0,19,1,35,5,4,0,0,0,1,0,0,1,0,0,1,4,0,18,5,0
2020-06-16,199,199,0,8,2,32,6,0,0,0,9,0,0,1,0.6923,0,0.3077,0,9,0,18,9,0
2020-06-17,199,199,0,20,2,31,5,2,0,0,0,1,0,0,0.963,0,0.037,0,2,0,18,2,0
2020-06-18,199,199,0,4,0,33,5,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-19,199,199,0,3,0,33,5,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-20,199,199,0,0,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2020-06-21,199,199,0,2,0,32,5,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-22,199,199,0,2,0,29,4,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-23,199,199,0,3,0,31,2,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-24,199,199,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2020-06-25,200,200,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-26,200,200,0,2,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2020-06-27,200,200,0,2,0,12,0,0,0,0,0,0,0,0,0.6,0.2,0.2,0,0,0,18,1,0
2020-06-28,200,200,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-06-29,200,200,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,0
2020-06-30,200,200,0,5,4,11,4,0,0,0,12,0,0,1,0.069,0.0345,0.8966,0,12,0,18,13,0
2020-07-01,200,200,0,5,2,12,4,0,0,0,5,0,0,1,0.25,0,0.75,0,5,0,18,6,0
2020-07-02,200,200,0,1,0,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0
2020-07-03,200,200,0,4,4,9,5,0,0,0,13,0,0,1,0.0588,0,0.9412,0,13,0,18,13,0
2020-07-04,200,200,0,1,0,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0
2020-07-05,200,200,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2020-07-06,200,200,0,5,2,9,7,0,0,0,15,0,0,1,0.1154,0,0.8846,0,15,0,18,15,0
2020-07-07,200,200,0,13,2,19,8,3,0,0,0,1,0,0,1,0,0,0,3,0,18,3,0
2020-07-08,200,200,0,9,0,26,8,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0,18,0,0
2020-07-09,200,200,0,7,2,31,9,0,0,0,3,0,0,1,0.7273,0,0.2727,0,3,0,18,3,0
2020-07-10,200,200,0,15,2,34,7,4,0,0,0,1,0,0,1,0,0,0,4,0,18,4,0
2020-07-11,200,200,0,6,0,35,7,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-07-12,200,200,0,4,0,36,7,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-07-13,200,200,0,9,3,39,8,0,0,0,8,0,0,1,0.5714,0.0476,0.381,0,8,0,18,8,0
2020-07-14,200,200,0,18,1,39,6,0,0,0,4,0,0,1,0.8182,0,0.1818,1,4,0,18,5,0
2020-07-15,200,200,0,9,2,37,6,0,0,0,4,0,0,1,0.6875,0,0.3125,0,4,0,18,4,0
2020-07-16,202,202,0,22,3,38,6,1,0,0,3,0.25,0,0.75,0.871,0,0.129,1,4,0,18,5,0
2020-07-17,203,203,0,17,3,40,6,3,0,0,0,1,0,0,0.9615,0,0.0385,0,3,0,18,4,0
2020-07-18,203,203,0,17,4,40,6,6,0,0,2,0.75,0,0.25,0.95,0,0.05,0,8,0,18,8,0
2020-07-19,203,203,0,8,0,42,6,0,0,0,0,0,0,0,0.9091,0.0909,0,0,0,0,18,0,0
2020-07-20,208,208,0,16,0,42,5,0,0,0,0,0,0,0,1,0,0,1,0,0,18,2,0
2020-07-21,211,211,0,16,1,44,6,1,0,0,0,1,0,0,1,0,0,0,1,0,18,8,0
2020-07-22,213,213,0,15,0,45,6,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0
2020-07-23,213,213,0,11,0,44,6,0,0,0,0,0,0,0,1,0,0,0,0,0,18,7,0
2020-07-24,213,213,0,5,0,43,5,0,0,0,0,0,0,0,0.8571,0,0.1429,0,0,0,18,0,0
2020-07-25,213,213,0,1,0,41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-07-26,214,214,0,2,0,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-07-27,215,215,0,10,3,44,4,6,0,0,1,0.8571,0,0.1429,1,0,0,0,7,0,18,8,0
2020-07-28,217,217,0,16,0,41,3,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
2020-07-29,219,219,0,28,0,50,3,0,0,0,0,0,0,0,0.525,0.025,0.45,0,0,0,18,228,2
2020-07-30,222,222,0,9,1,48,4,1,0,0,0,1,0,0,0.5625,0,0.4375,0,1,0,18,2,0
2020-07-31,224,224,0,6,0,51,4,0,0,0,0,0,0,0,0.6667,0,0.3333,0,0,0,18,2,0
2020-08-01,224,224,0,10,1,51,5,1,0,0,0,1,0,0,1,0,0,0,1,0,18,1,0
2020-08-02,225,225,0,8,0,51,5,0,0,0,0,0,0,0,0.9,0,0.1,0,0,0,18,0,0
2020-08-03,227,227,0,26,4,55,5,18,0,0,0,1,0,0,0.9462,0,0.0538,0,18,0,18,21,0
2020-08-04,229,229,0,25,8,59,12,1,0,0,10,0.0909,0,0.9091,0.56,0.04,0.4,0,11,0,18,14,0
2020-08-05,230,230,0,7,0,51,12,0,0,0,0,0,0,0,0.7778,0,0.2222,0,0,0,18,4,0
2020-08-06,231,231,0,21,5,52,15,11,0,0,39,0.22,0,0.78,0.4627,0,0.5373,0,50,0,18,54,0
2020-08-07,232,232,0,23,4,52,15,3,0,0,4,0.4286,0,0.5714,0.7027,0,0.2973,0,7,0,18,9,0
2020-08-08,232,232,0,4,0,52,15,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0
2020-08-09,232,232,0,1,0,49,15,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0
2020-08-10,232,232,0,8,3,46,14,4,0,0,4,0.5,0,0.5,0.44,0,0.56,0,8,0,19,8,0
2020-08-11,233,233,0,10,2,42,7,0,0,0,5,0,0,1,0.55,0,0.45,0,5,0,19,6,0
2020-08-12,234,234,0,14,0,44,7,0,0,0,0,0,0,0,0.6316,0,0.3684,0,0,0,19,1,0
2020-08-13,235,235,0,4,0,45,7,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,19,2,0
2020-08-14,236,236,0,9,1,33,5,0,0,0,1,0,0,1,0.5,0,0.5,0,1,0,19,2,0
2020-08-15,236,236,0,1,0,30,5,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0
2020-08-16,238,238,0,3,0,33,5,0,0,0,0,0,0,0,0.8333,0.1667,0,0,0,0,19,0,0
2020-08-17,238,238,0,4,0,33,3,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0,19,3,0
2020-08-18,238,238,0,3,0,31,1,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,19,1,0
2020-08-19,238,238,0,6,2,25,3,0,0,0,13,0,0,1,0.4118,0,0.5882,0,13,0,19,15,0
2020-08-20,238,238,0,9,1,29,4,0,0,0,1,0,0,1,0.7143,0,0.2857,0,1,0,19,1,0
2020-08-21,241,241,0,26,6,43,8,5,0,0,1,0.8333,0,0.1667,0.95,0,0.05,0,6,0,19,7,0
2020-08-22,241,241,0,8,1,46,9,1,0,0,0,1,0,0,0.8889,0,0.1111,0,1,0,19,1,0
2020-08-23,241,241,0,4,0,46,9,0,0,0,0,0,0,0,0.8571,0,0.1429,0,0,0,19,0,0
2020-08-24,241,241,0,12,0,49,9,0,0,0,0,0,0,0,0.7778,0.0556,0.1667,0,0,0,19,2,0
2020-08-25,241,241,0,23,3,50,12,3,0,0,0,1,0,0,1,0,0,0,3,0,19,3,0
2020-08-26,267,267,0,50,12,76,20,19,0,0,13,0.5938,0,0.4063,0.8776,0,0.1224,0,32,0,20,35,0
2020-08-27,279,279,0,60,16,90,29,21,0,0,63,0.25,0,0.75,0.7611,0.0056,0.2333,3,84,0,21,108,0
2020-08-28,283,283,0,49,15,96,34,21,0,0,3,0.875,0,0.125,0.8919,0,0.1081,2,24,0,21,44,0
2020-08-29,284,284,0,53,7,102,37,3,2,0,13,0.1667,0.1111,0.7222,0.7309,0.0897,0.1794,0,18,0,25,41,2
2020-08-30,293,293,0,65,34,112,52,6,127,0,62,0.0308,0.6513,0.3179,0.3135,0.4775,0.209,3,195,0,25,206,0
2020-08-31,299,299,0,74,30,120,61,6,21,0,145,0.0349,0.1221,0.843,0.4266,0.0909,0.4825,1,172,0,25,234,0
2020-09-01,304,304,0,88,44,132,75,41,78,0,203,0.1273,0.2422,0.6304,0.5594,0.1801,0.2605,2,322,0,29,344,0
2020-09-02,311,311,0,89,40,135,83,45,39,0,107,0.2356,0.2042,0.5602,0.7337,0.0962,0.1701,2,191,0,33,215,0
2020-09-03,314,314,0,76,32,134,85,25,6,0,138,0.1479,0.0355,0.8166,0.6705,0.0271,0.3023,0,169,0,34,180,0
2020-09-04,314,314,0,78,36,134,87,98,2,0,95,0.5026,0.0103,0.4872,0.6819,0.0096,0.3084,8,195,0,36,220,0
2020-09-05,314,314,0,67,25,137,90,26,17,0,138,0.1436,0.0939,0.7624,0.532,0.0808,0.3872,0,181,0,36,181,0
2020-09-06,314,314,0,61,11,135,84,6,3,0,16,0.24,0.12,0.64,0.7131,0.1311,0.1557,0,25,0,36,25,0
2020-09-07,314,314,0,53,24,137,85,13,11,0,71,0.1368,0.1158,0.7474,0.5556,0.1022,0.3422,2,95,0,36,104,0
2020-09-08,314,314,0,61,35,131,79,22,27,0,101,0.1467,0.18,0.6733,0.4268,0.2622,0.311,2,150,0,36,152,0
2020-09-09,314,314,0,75,39,124,78,66,94,0,207,0.1798,0.2561,0.564,0.5416,0.211,0.2474,0,367,0,37,369,0
2020-09-10,316,316,0,80,37,125,77,43,62,0,290,0.1089,0.157,0.7342,0.4469,0.1127,0.4403,6,395,0,37,405,0
2020-09-11,316,316,0,85,37,122,75,33,21,0,245,0.1104,0.0702,0.8194,0.5437,0.0592,0.3972,7,299,0,37,314,0
2020-09-12,317,317,0,37,15,120,71,28,0,0,139,0.1677,0,0.8323,0.291,0.0082,0.7008,1,167,0,37,169,0
2020-09-13,317,317,0,47,10,114,71,6,0,0,84,0.0667,0,0.9333,0.3825,0.0109,0.6066,0,90,0,37,91,0
2020-09-14,317,317,0,77,30,113,74,73,2,0,192,0.2734,0.0075,0.7191,0.6107,0.0089,0.3804,1,267,0,37,298,0
2020-09-15,317,317,0,59,26,114,69,49,31,0,291,0.1321,0.0836,0.7844,0.2937,0.0725,0.6338,1,371,0,37,379,0
2020-09-16,320,320,0,72,41,111,69,66,100,0,392,0.1183,0.1792,0.7025,0.4975,0.1015,0.401,8,558,0,42,578,1
2020-09-17,321,321,0,78,42,112,71,83,92,0,285,0.1804,0.2,0.6196,0.5405,0.1215,0.338,9,460,0,42,473,0
2020-09-18,321,321,0,71,38,110,70,59,36,0,251,0.1705,0.104,0.7254,0.427,0.121,0.452,1,346,0,42,361,0
2020-09-19,321,321,0,40,22,109,70,3,11,0,37,0.0588,0.2157,0.7255,0.3644,0.2288,0.4068,1,51,0,42,52,0
2020-09-20,321,321,0,46,23,109,72,39,3,0,85,0.3071,0.0236,0.6693,0.5316,0.0632,0.4053,0,127,0,42,130,0
2020-09-21,323,323,0,70,31,110,72,133,21,0,536,0.1928,0.0304,0.7768,0.3812,0.0419,0.577,6,690,0,42,702,0
2020-09-22,323,323,0,75,38,107,71,41,21,0,567,0.0652,0.0334,0.9014,0.3474,0.0282,0.6244,8,629,0,43,639,0
2020-09-23,325,325,0,75,45,109,71,53,60,0,583,0.0761,0.0862,0.8376,0.392,0.066,0.542,7,696,0,44,707,2
2020-09-24,327,327,0,76,46,113,71,125,82,0,600,0.1549,0.1016,0.7435,0.3203,0.0875,0.5922,12,807,0,44,836,0
2020-09-25,328,328,0,69,38,114,70,15,1,0,476,0.0305,0.002,0.9675,0.3097,0.0041,0.6862,7,492,0,44,511,0
2020-09-26,330,330,0,64,17,116,67,27,8,0,14,0.551,0.1633,0.2857,0.8586,0.0419,0.0995,0,49,0,44,49,0
2020-09-27,331,331,0,60,22,118,68,63,5,0,206,0.2299,0.0182,0.7518,0.4194,0.023,0.5576,1,274,0,44,275,0
2020-09-28,331,331,0,62,34,117,69,34,11,0,326,0.0916,0.0296,0.8787,0.3043,0.0271,0.6686,3,371,0,44,404,0
2020-09-29,333,333,0,67,38,115,73,25,39,0,346,0.061,0.0951,0.8439,0.2733,0.073,0.6537,3,410,0,44,421,0
2020-09-30,333,333,0,76,44,111,72,34,25,0,407,0.073,0.0536,0.8734,0.3886,0.0648,0.5467,4,466,0,45,480,1
2020-10-01,334,334,0,73,36,107,68,39,50,0,832,0.0423,0.0543,0.9034,0.2652,0.0623,0.6725,15,921,0,45,939,0
2020-10-02,335,335,0,76,43,109,71,28,69,3,658,0.0371,0.0914,0.8715,0.2665,0.0824,0.6512,14,755,0,46,789,0
2020-10-03,336,336,0,55,23,109,72,24,8,1,310,0.0702,0.0234,0.9064,0.3673,0,0.6327,7,342,0,46,349,0
2020-10-04,337,337,0,43,17,109,69,20,3,0,325,0.0575,0.0086,0.9339,0.2184,0.0115,0.7701,7,348,0,46,355,0
2020-10-05,337,337,0,51,33,109,66,46,12,1,455,0.0897,0.0234,0.8869,0.2451,0.0433,0.7115,9,513,0,46,524,0
2020-10-06,337,337,0,72,36,108,65,47,20,4,599,0.0706,0.03,0.8994,0.4137,0.0276,0.5587,11,666,0,46,675,0
2020-10-07,337,337,0,69,37,106,64,79,65,5,533,0.1167,0.096,0.7873,0.3231,0.0786,0.5983,2,677,0,46,682,0
2020-10-08,338,338,0,63,34,106,64,93,4,0,388,0.1918,0.0082,0.8,0.5821,0.0103,0.4076,3,485,0,46,488,0
2020-10-09,338,338,0,71,34,104,59,34,10,0,342,0.0881,0.0259,0.886,0.3943,0.0271,0.5786,4,386,0,46,400,0
2020-10-10,338,338,0,57,19,101,58,17,0,0,59,0.2237,0,0.7763,0.7079,0.005,0.2871,2,76,0,46,79,0
2020-10-11,340,340,0,62,27,105,59,16,19,3,177,0.0755,0.0896,0.8349,0.4797,0.0711,0.4492,8,212,0,46,226,0
2020-10-12,340,340,0,74,37,110,58,65,12,0,381,0.1419,0.0262,0.8319,0.4127,0.0217,0.5656,7,458,0,46,498,1
2020-10-13,342,342,0,76,38,110,64,29,24,0,586,0.0454,0.0376,0.9171,0.3484,0.0316,0.6201,5,639,0,46,655,0
2020-10-14,342,342,0,68,32,108,63,19,35,0,269,0.0588,0.1084,0.8328,0.3689,0.1262,0.5049,3,323,0,46,334,1
2020-10-15,342,342,0,62,32,109,60,71,12,0,451,0.133,0.0225,0.8446,0.3457,0.0343,0.62,4,534,0,46,537,0
2020-10-16,343,343,0,73,28,110,61,18,62,0,75,0.1161,0.4,0.4839,0.5782,0.1955,0.2263,4,155,0,46,172,0
2020-10-17,343,343,0,53,26,112,63,21,2,0,139,0.1296,0.0123,0.858,0.3028,0.0279,0.6693,2,162,0,46,164,0
2020-10-18,343,343,0,66,35,109,64,59,12,0,368,0.1344,0.0273,0.8383,0.3083,0.017,0.6746,4,439,0,46,443,0
2020-10-19,343,343,0,71,41,109,61,25,58,0,1100,0.0211,0.049,0.9298,0.1488,0.0472,0.8041,21,1183,0,46,1204,0
2020-10-20,344,344,0,74,41,107,59,35,93,4,599,0.0481,0.1279,0.8239,0.2467,0.1188,0.6345,4,727,0,46,734,0
2020-10-21,346,346,0,72,41,109,61,56,118,0,755,0.0603,0.127,0.8127,0.167,0.1538,0.6792,13,929,0,46,950,0
2020-10-22,348,348,0,82,47,113,66,80,30,0,932,0.0768,0.0288,0.8944,0.2904,0.0236,0.686,15,1042,0,46,1070,0
2020-10-23,349,349,0,86,57,115,72,100,76,0,984,0.0862,0.0655,0.8483,0.3251,0.0713,0.6036,28,1160,0,46,1202,0
2020-10-24,349,349,0,63,36,115,73,10,36,0,640,0.0146,0.0525,0.9329,0.1407,0.0874,0.7719,13,686,0,46,708,0
2020-10-25,349,349,0,58,19,110,73,8,6,0,247,0.0307,0.023,0.9464,0.2986,0.0254,0.6761,2,261,0,46,264,0
